symbol,actual1_T
AAPL,272.19
ACCO,3.84
ADV,0.9128
AENT,7.67
AHCO,10.23
AHL,37.1
AII,20.46
ALAB,145.88
ALIT,2.04
ALK,51.87
AMRK,
AMTM,28.69
AMZN,226.76
ARCO,7.25
ARDT,8.93
ASIX,16.42
ASML,1036.31
ATR,122.62
AVGO,329.88
AVNW,20.86
AXON,563.28
BA,208.27
BABA,147.32
BHVN,11.13
BIIB,169.91
BILL,54.93
BMRN,51.95
BRZE,35.64
BTM,1.3
BWMX,13.81
CAL,13.3
CBZ,52.3
CCJ,87.58
CDE,17.12
CG,58.85
CHA,12.25
CHE,430.24
CHMI,2.58
CIVI,26.99
CLDX,25.29
CLS,270.92
CMPS,6.21
CON,19.62
COP,92.23
COUR,8.13
CPRX,23.67
CRM,257.85
CRNT,2.03
CRNX,45.14
CRTO,19.82
CSTM,18.22
CTRA,25.43
CVE,16.44
CVNA,465.74
CVS,77.79
CVX,147.69
CWAN,21.96
CWT,43.86
DAR,34.63
DAVA,6.79
DBRG,13.15
DDI,8.5
DDL,2.61
DDOG,138.29
DHR,224.35
DIS,111.87
DOX,79.86
DUOL,182.89
DVN,35.72
DXCM,65.91
EEFT,76.92
EFX,219.41
ENOV,27.32
ERIE,289.05
EVH,3.97
FANG,147.0
FI,68.0
FINV,5.22
FLOC,17.95
FSLR,261.79
GDEV,17.88
GDYN,9.7
GE,301.69
GOOGL,302.46
GPCR,62.45
HAL,27.46
HBM,18.97
HLF,14.21
HQY,95.5
HRTG,29.91
HTO,49.95
IBM,300.45
IDYA,33.26
IMCR,35.9
IMVT,26.18
IMXI,15.37
INSW,48.12
ITGR,78.52
JANX,14.04
KELYA,9.07
KINS,16.81
KNF,73.85
KO,70.36
KOP,28.13
KRO,4.78
LFST,6.94
LKQ,29.7
LNTH,64.84
LVO,4.69
LW,59.33
MA,566.21
MANH,177.1
MATV,12.71
MAX,12.94
MD,21.64
MDB,425.2
MDLZ,54.78
MDXG,7.25
META,664.45
MNKD,5.97
MNMD,12.54
MPAA,12.87
MRVL,84.47
MSFT,483.98
MTDR,40.91
MU,248.55
NESR,14.49
NRDS,15.02
NVDA,174.14
NX,16.26
PACS,35.4
PAR,36.83
PEP,149.37
PFE,25.04
PFGC,91.62
PG,145.52
PMTS,15.89
PRCT,32.73
PRU,115.55
QCOM,174.19
QUAD,6.52
RARE,32.84
RCI,36.65
RCKT,3.23
SBUX,89.42
SHOP,166.8
SLB,38.13
SLGN,41.19
SLP,18.56
SLVM,50.97
SMCI,29.37
SMP,38.92
SNDX,20.23
SNPS,458.13
SPB,60.48
SPGI,506.71
SPNT,22.04
SPRY,9.82
SSTK,18.86
STZ,136.81
TBLA,4.03
TCOM,71.25
TEAD,0.7618
TNC,75.25
TRVG,3.05
TSLA,483.37
TWLO,138.9
TX,38.23
TXG,16.0
TXO,10.7
UAL,112.85
UBER,79.69
UHS,224.74
UIS,2.8
UPWK,20.47
UTL,50.35
UTZ,10.4
VCEL,36.16
VERA,47.69
W,98.46
WDAY,218.08
WELL,187.49
WMT,114.83
XOM,116.54
XPO,140.92
ZBH,90.4
ZM,89.38
ZTS,122.76
