symbol,actual1_T
AAPL,278.78
ACCO,3.59
ADV,0.8604
AENT,6.74
AHCO,9.42
AHL,37.0
AII,19.79
ALAB,161.23
ALIT,2.04
ALK,49.65
AMRK,29.25
AMTM,28.88
AMZN,229.53
ARCO,7.41
ARDT,8.79
ASIX,16.02
ASML,1099.47
ATR,121.91
AVGO,390.24
AVNW,21.02
AXON,550.95
BA,201.89
BABA,158.32
BHVN,9.55
BIIB,181.3
BILL,53.45
BMRN,53.4
BRZE,30.3
BTM,1.33
BWMX,14.22
CAL,13.33
CBZ,52.44
CCJ,91.27
CDE,15.86
CG,57.11
CHA,14.58
CHE,421.97
CHMI,2.48
CIVI,30.39
CLDX,29.45
CLS,325.09
CMPS,5.82
CON,19.47
COP,93.69
COUR,8.44
CPRX,23.53
CRM,260.57
CRNT,1.99
CRNX,46.67
CRTO,21.0
CSTM,17.77
CTRA,27.39
CVE,18.31
CVNA,399.77
CVS,75.63
CVX,150.0
CWAN,21.71
CWT,44.88
DAR,36.51
DAVA,6.74
DBRG,14.12
DDI,9.215
DDL,2.16
DDOG,151.41
DHR,226.25
DIS,105.3
DOX,77.07
DUOL,199.75
DVN,37.47
DXCM,65.49
EEFT,74.75
EFX,211.51
ENOV,27.02
ERIE,296.46
EVH,3.94
FANG,158.6
FI,66.28
FINV,5.21
FLOC,18.0
FSLR,257.61
GDEV,16.78
GDYN,9.49
GE,283.94
GOOGL,321.27
GPCR,34.56
HAL,28.45
HBM,17.48
HLF,12.2
HQY,94.51
HRTG,26.73
HTO,47.91
IBM,307.94
IDYA,35.87
IMCR,38.78
IMVT,22.84
IMXI,15.4
INSW,51.13
ITGR,69.84
JANX,16.51
KELYA,8.5
KINS,14.77
KNF,74.64
KO,70.0
KOP,28.01
KRO,4.73
LFST,6.48
LKQ,29.45
LNTH,63.3
LVO,4.9
LW,59.7
MA,545.52
MANH,179.69
MATV,12.08
MAX,13.07
MD,22.12
MDB,409.62
MDLZ,54.905
MDXG,6.93
META,673.42
MNKD,5.68
MNMD,12.35
MPAA,12.74
MRVL,98.91
MSFT,483.16
MTDR,45.22
MU,237.22
NESR,14.87
NRDS,15.43
NVDA,182.41
NX,13.85
PACS,30.76
PAR,34.33
PEP,145.02
PFE,26.03
PFGC,91.5
PG,143.45
PMTS,15.82
PRCT,35.86
PRU,111.68
QCOM,174.81
QUAD,6.04
RARE,36.38
RCI,37.5
RCKT,3.32
SBUX,85.12
SHOP,161.08
SLB,38.46
SLGN,38.69
SLP,19.64
SLVM,48.73
SMCI,34.69
SMP,36.49
SNDX,20.32
SNPS,466.76
SPB,57.19
SPGI,498.52
SPNT,21.49
SPRY,9.93
SSTK,19.01
STZ,142.37
TBLA,3.95
TCOM,71.75
TEAD,0.6098
TNC,74.5
TRVG,3.11
TSLA,455.0
TWLO,127.32
TX,38.43
TXG,17.77
TXO,12.49
UAL,104.95
UBER,91.32
UHS,231.08
UIS,2.82
UPWK,20.08
UTL,47.87
UTZ,9.58
VCEL,36.23
VERA,44.9
W,95.21
WDAY,219.96
WELL,204.31
WMT,115.11
XOM,116.54
XPO,142.92
ZBH,94.28
ZM,87.65
ZTS,118.65
